pdb_id,expression_host_sci_name,expression_host_tax_id,expression_host_synonyms,expression_host_genus,expression_host_superkingdom,entity_id
1f7l,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1izo,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
3byj,Escherichia coli BL21(DE3),469008,"Ecobd,Escherichia Coli Strain Bl21(De3),Escherichia Coli (Strain B / Bl21-De3),Escherichia Coli Bl21(De3),Escherichia Coli Str. Bl21(De3),Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1c9e,Bacteria,2,"Procaryotae,Prokaryotae,Prokaryotes,Monera,9bact,Bacteria,Eubacteria,Prokaryote,Prokaryota",,,1
3byn,Escherichia coli BL21(DE3),469008,"Ecobd,Escherichia Coli Strain Bl21(De3),Escherichia Coli (Strain B / Bl21-De3),Escherichia Coli Bl21(De3),Escherichia Coli Str. Bl21(De3),Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1ekq,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1dmu,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,2
1dbt,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1h7q,Escherichia coli BL21,511693,"Ecobb,Escherichia Coli Strain Bl21,Escherichia Coli Str. Bl21,Escherichia Coli (Strain B / Bl21),Escherichia Coli Bl21,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1coz,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1mdb,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
2cfx,Escherichia coli BL21(DE3),469008,"Ecobd,Escherichia Coli Strain Bl21(De3),Escherichia Coli (Strain B / Bl21-De3),Escherichia Coli Bl21(De3),Escherichia Coli Str. Bl21(De3),Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1h99,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1rlj,Escherichia coli BL21,511693,"Ecobb,Escherichia Coli Strain Bl21,Escherichia Coli Str. Bl21,Escherichia Coli (Strain B / Bl21),Escherichia Coli Bl21,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1lq1,Escherichia coli BL21(DE3),469008,"Ecobd,Escherichia Coli Strain Bl21(De3),Escherichia Coli (Strain B / Bl21-De3),Escherichia Coli Bl21(De3),Escherichia Coli Str. Bl21(De3),Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,3
1r4z,Bacillus subtilis,1423,"Baciu,Bacillus Sp. 10405,Bacillus Sp. Aecsb01,Bacillus Sp. Aecsb05,Bacillus Sp. Swi06,Bacillus Mesentericus,Bacillus Sp. 15:2,Bacillus Sp. Aecsb13,Bacillus Sp. Bv5,Bacillus Sp. Jkr21,Bacillus Sp. Pw16b,Arthrobacter Sp. Chr2p1b1-M,Bacillus Sp. Bs4(2013),Bacillus Sp. Aecsb04,Bacillus Sp. Aecsb08,Bacillus Sp. Lb002,Bacillus Sp. Pw19,Bacillus Subtilis,Bacillus Uniflagellatus,Brevibacillus Sp. Bhr3p2b5-M,Bacillus Sp. Aecsb07,Bacillus Sp. Bv3,Bacillus Sp. Rsp-Glu,Bacillus Sp. Aecsb12,Bacillus Sp. Aecsb14,Bacillus Sp. Bs9(2013),Bacillus Sp. S2 Bc-1,Bacillus Sp. Umx-03,Bacillus Subtilis/Bacillus Globigii,Bacillus Natto,Bacillus Sp. Aecsb06,Bacillus Sp. He08,Bacillus Sp. Lkm-Bl,Vibrio Subtilis,Bacillus subtilis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria",,,1
1rvv,,,,,,1
1b02,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1p0k,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1nat,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1mu4,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1kqp,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1i6w,Bacillus subtilis,1423,"Baciu,Bacillus Sp. 10405,Bacillus Sp. Aecsb01,Bacillus Sp. Aecsb05,Bacillus Sp. Swi06,Bacillus Mesentericus,Bacillus Sp. 15:2,Bacillus Sp. Aecsb13,Bacillus Sp. Bv5,Bacillus Sp. Jkr21,Bacillus Sp. Pw16b,Arthrobacter Sp. Chr2p1b1-M,Bacillus Sp. Bs4(2013),Bacillus Sp. Aecsb04,Bacillus Sp. Aecsb08,Bacillus Sp. Lb002,Bacillus Sp. Pw19,Bacillus Subtilis,Bacillus Uniflagellatus,Brevibacillus Sp. Bhr3p2b5-M,Bacillus Sp. Aecsb07,Bacillus Sp. Bv3,Bacillus Sp. Rsp-Glu,Bacillus Sp. Aecsb12,Bacillus Sp. Aecsb14,Bacillus Sp. Bs9(2013),Bacillus Sp. S2 Bc-1,Bacillus Sp. Umx-03,Bacillus Subtilis/Bacillus Globigii,Bacillus Natto,Bacillus Sp. Aecsb06,Bacillus Sp. He08,Bacillus Sp. Lkm-Bl,Vibrio Subtilis,Bacillus subtilis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria",,,1
1j98,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1ak1,Escherichia coli BL21(DE3),469008,"Ecobd,Escherichia Coli Strain Bl21(De3),Escherichia Coli (Strain B / Bl21-De3),Escherichia Coli Bl21(De3),Escherichia Coli Str. Bl21(De3),Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1dbf,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1com,,,,,,1
1r50,Bacillus subtilis,1423,"Baciu,Bacillus Sp. 10405,Bacillus Sp. Aecsb01,Bacillus Sp. Aecsb05,Bacillus Sp. Swi06,Bacillus Mesentericus,Bacillus Sp. 15:2,Bacillus Sp. Aecsb13,Bacillus Sp. Bv5,Bacillus Sp. Jkr21,Bacillus Sp. Pw16b,Arthrobacter Sp. Chr2p1b1-M,Bacillus Sp. Bs4(2013),Bacillus Sp. Aecsb04,Bacillus Sp. Aecsb08,Bacillus Sp. Lb002,Bacillus Sp. Pw19,Bacillus Subtilis,Bacillus Uniflagellatus,Brevibacillus Sp. Bhr3p2b5-M,Bacillus Sp. Aecsb07,Bacillus Sp. Bv3,Bacillus Sp. Rsp-Glu,Bacillus Sp. Aecsb12,Bacillus Sp. Aecsb14,Bacillus Sp. Bs9(2013),Bacillus Sp. S2 Bc-1,Bacillus Sp. Umx-03,Bacillus Subtilis/Bacillus Globigii,Bacillus Natto,Bacillus Sp. Aecsb06,Bacillus Sp. He08,Bacillus Sp. Lkm-Bl,Vibrio Subtilis,Bacillus subtilis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria",,,1
3c7f,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
3bxg,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1bsp,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1dkr,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1f7t,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
3bxf,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1c7j,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
3cfu,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1ifx,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1nc5,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1ng4,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1uv4,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1o57,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1oq1,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1uxo,Escherichia coli BL21(DE3),469008,"Ecobd,Escherichia Coli Strain Bl21(De3),Escherichia Coli (Strain B / Bl21-De3),Escherichia Coli Bl21(De3),Escherichia Coli Str. Bl21(De3),Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1ods,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1oge,,,,,,1
1or4,Escherichia coli BL21(DE3),469008,"Ecobd,Escherichia Coli Strain Bl21(De3),Escherichia Coli (Strain B / Bl21-De3),Escherichia Coli Bl21(De3),Escherichia Coli Str. Bl21(De3),Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1oyg,Escherichia coli BL21(DE3),469008,"Ecobd,Escherichia Coli Strain Bl21(De3),Escherichia Coli (Strain B / Bl21-De3),Escherichia Coli Bl21(De3),Escherichia Coli Str. Bl21(De3),Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1ogf,,,,,,1
1kyh,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1lf1,Bacillus subtilis,1423,"Baciu,Bacillus Sp. 10405,Bacillus Sp. Aecsb01,Bacillus Sp. Aecsb05,Bacillus Sp. Swi06,Bacillus Mesentericus,Bacillus Sp. 15:2,Bacillus Sp. Aecsb13,Bacillus Sp. Bv5,Bacillus Sp. Jkr21,Bacillus Sp. Pw16b,Arthrobacter Sp. Chr2p1b1-M,Bacillus Sp. Bs4(2013),Bacillus Sp. Aecsb04,Bacillus Sp. Aecsb08,Bacillus Sp. Lb002,Bacillus Sp. Pw19,Bacillus Subtilis,Bacillus Uniflagellatus,Brevibacillus Sp. Bhr3p2b5-M,Bacillus Sp. Aecsb07,Bacillus Sp. Bv3,Bacillus Sp. Rsp-Glu,Bacillus Sp. Aecsb12,Bacillus Sp. Aecsb14,Bacillus Sp. Bs9(2013),Bacillus Sp. S2 Bc-1,Bacillus Sp. Umx-03,Bacillus Subtilis/Bacillus Globigii,Bacillus Natto,Bacillus Sp. Aecsb06,Bacillus Sp. He08,Bacillus Sp. Lkm-Bl,Vibrio Subtilis,Bacillus subtilis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria",,,1
1l7a,Escherichia coli BL21,511693,"Ecobb,Escherichia Coli Strain Bl21,Escherichia Coli Str. Bl21,Escherichia Coli (Strain B / Bl21),Escherichia Coli Bl21,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1njh,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1pv5,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1kam,Escherichia coli BL21(DE3),469008,"Ecobd,Escherichia Coli Strain Bl21(De3),Escherichia Coli (Strain B / Bl21-De3),Escherichia Coli Bl21(De3),Escherichia Coli Str. Bl21(De3),Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1jtk,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1pz0,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1no4,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1ogc,,,,,,1
1mvo,Escherichia coli BL21(DE3),469008,"Ecobd,Escherichia Coli Strain Bl21(De3),Escherichia Coli (Strain B / Bl21-De3),Escherichia Coli Bl21(De3),Escherichia Coli Str. Bl21(De3),Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1mki,Escherichia coli BL21(DE3),469008,"Ecobd,Escherichia Coli Strain Bl21(De3),Escherichia Coli (Strain B / Bl21-De3),Escherichia Coli Bl21(De3),Escherichia Coli Str. Bl21(De3),Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1ux8,Escherichia coli BL21(DE3),469008,"Ecobd,Escherichia Coli Strain Bl21(De3),Escherichia Coli (Strain B / Bl21-De3),Escherichia Coli Bl21(De3),Escherichia Coli Str. Bl21(De3),Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1sgm,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1u83,Escherichia coli BL21,511693,"Ecobb,Escherichia Coli Strain Bl21,Escherichia Coli Str. Bl21,Escherichia Coli (Strain B / Bl21),Escherichia Coli Bl21,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1sbr,Escherichia coli BL21,511693,"Ecobb,Escherichia Coli Strain Bl21,Escherichia Coli Str. Bl21,Escherichia Coli (Strain B / Bl21),Escherichia Coli Bl21,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1s7h,Escherichia coli BL21(DE3),469008,"Ecobd,Escherichia Coli Strain Bl21(De3),Escherichia Coli (Strain B / Bl21-De3),Escherichia Coli Bl21(De3),Escherichia Coli Str. Bl21(De3),Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1ua7,Bacillus subtilis,1423,"Baciu,Bacillus Sp. 10405,Bacillus Sp. Aecsb01,Bacillus Sp. Aecsb05,Bacillus Sp. Swi06,Bacillus Mesentericus,Bacillus Sp. 15:2,Bacillus Sp. Aecsb13,Bacillus Sp. Bv5,Bacillus Sp. Jkr21,Bacillus Sp. Pw16b,Arthrobacter Sp. Chr2p1b1-M,Bacillus Sp. Bs4(2013),Bacillus Sp. Aecsb04,Bacillus Sp. Aecsb08,Bacillus Sp. Lb002,Bacillus Sp. Pw19,Bacillus Subtilis,Bacillus Uniflagellatus,Brevibacillus Sp. Bhr3p2b5-M,Bacillus Sp. Aecsb07,Bacillus Sp. Bv3,Bacillus Sp. Rsp-Glu,Bacillus Sp. Aecsb12,Bacillus Sp. Aecsb14,Bacillus Sp. Bs9(2013),Bacillus Sp. S2 Bc-1,Bacillus Sp. Umx-03,Bacillus Subtilis/Bacillus Globigii,Bacillus Natto,Bacillus Sp. Aecsb06,Bacillus Sp. He08,Bacillus Sp. Lkm-Bl,Vibrio Subtilis,Bacillus subtilis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria",,,1
1sbn,,,,,,1
1w6l,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
1svi,Escherichia coli,562,"Bacterium Coli,Enterococcus Coli,Bacterium 10a,Escherichia Coli,Escherichia Sp. 3_2_53faa,Escherichia/Shigella Coli,Ecolx,Bacterium E3,Bacterium Coli Commune,E. Coli,Bacillus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria",,,1
